iter	Logloss
538	0.5183670666
539	0.5183136132
540	0.5182615941
541	0.5182044315
542	0.5181715424
543	0.5181004031
544	0.5180656842
545	0.5180225575
546	0.5179685106
547	0.5179235738
548	0.517896491
549	0.5178659364
550	0.5178011474
551	0.5177692673
552	0.5177226786
553	0.5176821731
554	0.5176369989
555	0.5175892628
556	0.5175553945
557	0.5175165409
558	0.5174562723
559	0.5174155987
560	0.5173715026
561	0.5173484259
562	0.5173088008
563	0.5172362173
564	0.51719133
565	0.517162081
566	0.517156156
567	0.5170998737
568	0.51705465
569	0.517023027
570	0.516981117
571	0.5169271691
572	0.5168859613
573	0.5168217658
574	0.5167868985
575	0.5167468282
576	0.5166918615
577	0.5166464202
578	0.5166115628
579	0.5165748952
580	0.5165624616
581	0.5165294341
582	0.5165016985
583	0.5164528545
584	0.5163894207
585	0.5163385094
586	0.5162864705
587	0.5162641653
588	0.5162173491
589	0.5161770316
590	0.5161362096
591	0.5160990475
592	0.5160729242
593	0.5160372556
594	0.5160047325
595	0.5159547115
596	0.5159232765
597	0.515875214
598	0.5158503963
599	0.5157878923
600	0.515765053
601	0.5157516995
602	0.515738712
603	0.515690333
604	0.5156463853
605	0.51561133
606	0.5155784014
607	0.5155432472
608	0.515507005
609	0.5154841854
610	0.5154517711
611	0.5154091687
612	0.5153942623
613	0.5153655474
614	0.5153123117
615	0.5152738834
616	0.5152398469
617	0.5152035058
618	0.5151866211
619	0.5151507053
620	0.5151242061
621	0.5150600106
622	0.515016053
623	0.5149638361
624	0.5149041115
625	0.5148691948
626	0.5148046432
627	0.5147610021
628	0.514742248
629	0.5146919005
630	0.5146285755
631	0.5146004244
632	0.5145646471
633	0.5145519069
634	0.5145290972
635	0.5144871278
636	0.5144717268
637	0.5144261767
638	0.5143931294
639	0.5143696274
640	0.5143371439
641	0.5143160256
642	0.5142866975
643	0.5142536897
644	0.5142248067
645	0.5141989208
646	0.5141723029
647	0.5141561601
648	0.5141434397
649	0.5140940122
650	0.5140869497
651	0.5140444165
652	0.5140068982
653	0.5139535734
654	0.5139125734
655	0.5138643229
656	0.5138436993
657	0.5138179024
658	0.5137664768
659	0.5137200364
660	0.5136988688
661	0.5136560685
662	0.5136446241
663	0.5136057705
664	0.5135668279
665	0.5135182213
666	0.5134848674
667	0.5134473095
668	0.5133931836
669	0.5133392554
670	0.513312232
671	0.5133023504
672	0.5132849712
673	0.5132524976
674	0.5132054637
675	0.5131628415
676	0.5131264806
677	0.5131012178
678	0.5130865884
679	0.513048991
680	0.5129947364
681	0.5129549233
682	0.5129252292
683	0.5128842688
684	0.5128531701
685	0.5128077584
686	0.5127867094
687	0.5127490725
688	0.5127109509
689	0.5126627894
690	0.5126297619
691	0.5126070808
692	0.5125906116
693	0.5125570499
694	0.5125188392
695	0.5124949613
696	0.5124749212
697	0.5124247617
698	0.5123822582
699	0.5123701511
700	0.5123285773
701	0.5122667261
702	0.5122337777
703	0.5122104933
704	0.5121886727
705	0.5121607986
706	0.5121035964
707	0.5120621711
708	0.5120325363
709	0.5120152559
710	0.5119691222
711	0.5119444332
712	0.5119156095
713	0.5118796541
714	0.511855796
715	0.511816972
716	0.511782718
717	0.5117532711
718	0.5117192446
719	0.5116756629
720	0.511654604
721	0.5116080252
722	0.5115531079
723	0.5115144224
724	0.5114664588
725	0.5114239652
726	0.5113775051
727	0.5113184136
728	0.5112642777
729	0.5112314183
730	0.5111906458
731	0.511154819
732	0.5110997632
733	0.5110402365
734	0.5110113337
735	0.5109711942
736	0.5109478405
737	0.5109056535
738	0.5108555533
739	0.5108267791
740	0.5107980544
741	0.510759359
742	0.5107075872
743	0.5106649254
744	0.5106266752
745	0.5105818868
746	0.5105659417
747	0.5105309063
748	0.5105089472
749	0.5104844659
750	0.5104619728
751	0.5104496579
752	0.5104470466
753	0.5104005865
754	0.5103725244
755	0.5103450856
756	0.5103185271
757	0.5102788624
758	0.5102179706
759	0.5101902845
760	0.5101483052
761	0.510110322
762	0.5100906282
763	0.51004308
764	0.5100039198
765	0.5099743246
766	0.5099417916
767	0.509911781
768	0.5098874579
769	0.5098670222
770	0.5098341035
771	0.5097954477
772	0.5097515396
773	0.5096951979
774	0.5096434162
775	0.5096057199
776	0.50956562
777	0.5095335816
778	0.5095062318
779	0.5094786643
780	0.5094374862
781	0.5093927176
782	0.5093754966
783	0.5093490666
784	0.5093354956
785	0.5093077995
786	0.5092767206
787	0.5092185985
788	0.5092156409
789	0.5091765598
790	0.5091251837
791	0.5090982888
792	0.509062739
793	0.5090365959
794	0.5089704419
795	0.5089571775
796	0.5089040209
797	0.5088799748
798	0.50884123
799	0.5087990628
800	0.5087691906
801	0.5087364796
802	0.5086958554
803	0.5086353
804	0.5085990182
805	0.5085730828
806	0.5085286801
807	0.5084901035
808	0.5084590147
809	0.5084277775
810	0.5084058482
811	0.5083753726
812	0.5083260836
813	0.5083093373
814	0.5082589108
815	0.5082231631
816	0.5081771283
817	0.5081713616
818	0.5081500257
819	0.5081216274
820	0.5081052274
821	0.5080751178
822	0.5080411803
823	0.5080108531
824	0.5079907636
825	0.5079295652
826	0.5079120871
827	0.5078771999
828	0.5078616605
829	0.5078143101
830	0.5077750213
831	0.507767583
832	0.5077494816
833	0.507688303
834	0.5076738318
835	0.5076509035
836	0.5076157987
837	0.5075795367
838	0.5075364496
839	0.5074876946
840	0.507471077
841	0.5074489993
842	0.5073906398
843	0.5073617667
844	0.5073166617
845	0.5072963644
846	0.5072561162
847	0.507230161
848	0.5071977962
849	0.5071533441
850	0.5071008106
851	0.5070719177
852	0.5070448943
853	0.5069895022
854	0.5069517169
855	0.5069020717
856	0.5068339988
857	0.5068227918
858	0.5068064214
859	0.5067733049
860	0.5067489324
861	0.5067354602
862	0.5067009885
863	0.5066688611
864	0.5066378613
865	0.5065953578
866	0.5065767025
867	0.5065415483
868	0.5065145843
869	0.5065012902
870	0.5064557104
871	0.5064540387
872	0.5063841755
873	0.5063698527
874	0.5063421962
875	0.5063232343
876	0.5062947172
877	0.506237515
878	0.506198157
879	0.506156692
880	0.5061359695
881	0.5061023583
882	0.5060584403
883	0.5060360263
884	0.5060039286
885	0.5059762028
886	0.5059336202
887	0.5058982088
888	0.5058781292
889	0.5058444488
890	0.5058314218
891	0.5057706883
892	0.5057235951
893	0.5056715464
894	0.5056518723
895	0.5055727902
896	0.505537547
897	0.5054993264
898	0.5054483064
899	0.5054220545
900	0.5053783739
901	0.5053321511
902	0.5052977388
903	0.5052557892
904	0.505224918
905	0.5051829486
906	0.5051399703
907	0.5051107015
908	0.5050686035
909	0.5050412141
910	0.5050074744
911	0.504982271
912	0.5049462463
913	0.5049154246
914	0.5048676291
915	0.5048284986
916	0.5047963316
917	0.5047610191
918	0.5047272399
919	0.5047160526
920	0.5046893161
921	0.5046286914
922	0.5045941208
923	0.504568047
924	0.5045401531
925	0.5045111811
926	0.504473277
927	0.5044505069
928	0.504407034
929	0.5043903867
930	0.5043502571
931	0.50431628
932	0.5042966455
933	0.5042847362
934	0.5042471883
935	0.5042109559
936	0.5041833588
937	0.5041622702
938	0.5041268984
939	0.5041110622
940	0.5040726241
941	0.5040511399
942	0.5040100211
943	0.5039627598
944	0.5039294949
945	0.5039024319
946	0.5038761503
947	0.503845843
948	0.5038203725
949	0.5038029536
950	0.5037726364
951	0.503752804
952	0.5037276995
953	0.5036932971
954	0.5036521883
955	0.5036154119
956	0.5035916131
957	0.5035699508
958	0.5035270813
959	0.5035108296
960	0.5034613427
961	0.5033983145
962	0.5033720724
963	0.5033024762
964	0.5032428803
965	0.5032179835
966	0.5032083789
967	0.503189971
968	0.5031252908
969	0.5030952604
970	0.5030688898
971	0.5030240123
972	0.5029946743
973	0.5029584123
974	0.50293857
975	0.5029162351
976	0.5028980646
977	0.5028536816
978	0.5028385181
979	0.5027808905
980	0.5027353305
981	0.5027069816
982	0.5026761302
983	0.5026413123
984	0.5026206689
985	0.502589956
986	0.5025396876
987	0.5024762241
988	0.5024483995
989	0.502411999
990	0.5023968156
991	0.5023674479
992	0.5023433227
993	0.5023134604
994	0.5022752399
995	0.5022423706
996	0.5021997879
997	0.5021737438
998	0.5021475018
999	0.5021011702
